,Unnamed: 0,BHK,Rent,Size,Floor,Area,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2502,2502,3,45000,713,1 out of 1,2,"Prem Nagar, Patel Nagar",4,2,1,3
2503,2503,2,16000,700,4 out of 4,2,Shadipur,4,1,2,1
2504,2504,2,20000,1000,2 out of 3,2,Krishna Nagar Block D,4,2,1,2
2505,2505,1,7000,54,3 out of 5,1,Nawada,4,2,1,1
2506,2506,3,85000,200,3 out of 3,2,"Shivalik, Malviya Nagar",4,1,2,3
2507,2507,1,15000,200,4 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,2,1,1
2508,2508,2,22000,800,3 out of 3,1,Chhattarpur,4,2,1,2
2509,2509,2,32000,1000,1 out of 3,1,Lajpat Nagar 1,4,1,1,2
2510,2510,2,20000,500,4 out of 4,2,"Vasant Kunj 2, Vasant Kunj",4,2,2,2
2511,2511,1,35000,300,3 out of 5,1,Rajouri Garden,4,2,1,1
2512,2512,2,35000,900,Ground out of 4,2,Lajpat Nagar 1,4,1,1,2
2513,2513,3,65000,240,1 out of 4,2,Saket,4,1,1,3
2514,2514,2,15000,650,Ground out of 3,2,"Fateh Nagar, Janakpuri",4,2,1,2
2515,2515,3,12000,950,3 out of 5,2,"Kotla, Mayur Vihar",4,2,2,2
2516,2516,1,8000,500,Ground out of 3,1,Dwarka Sector 23,4,2,1,1
2517,2517,1,11000,500,2 out of 5,1,Palam - Dabri Marg,4,2,1,1
2518,2518,2,12000,450,4 out of 4,1,Mansa Ram Park,4,2,1,2
2519,2519,4,140000,2800,Ground out of 4,2,New Friends Colony,4,2,1,4
2520,2520,2,24000,150,1 out of 2,1,Paschim Vihar,4,2,1,1
2521,2521,1,20000,400,3 out of 4,2,Lajpat Nagar 4,4,2,1,1
2522,2522,3,16000,100,3 out of 4,1,"Jamia Nagar, Okhla",4,2,1,2
2523,2523,1,15000,400,3 out of 4,2,Lajpat Nagar 4,4,2,1,1
2524,2524,2,28500,900,Ground out of 4,2,Paschim Vihar,4,2,1,2
2525,2525,3,30000,1350,1 out of 7,1,Vasundhara Enclave,4,2,3,3
2526,2526,1,16000,500,1 out of 4,1,Laxmi Nagar,4,2,1,1
2527,2527,3,80000,1700,1 out of 4,2,"Shivalik, Malviya Nagar",4,2,2,3
2528,2528,1,11000,400,2 out of 4,2,Lajpat Nagar 4,4,1,1,1
2529,2529,2,21000,110,2 out of 3,1,"Jangpura Extension, Jangpura",4,2,1,1
2530,2530,3,10500,1200,1 out of 4,1,Najafgarh,4,2,1,2
2531,2531,2,15000,50,2 out of 4,2,Dwarka Sector 14,4,2,1,2
2532,2532,3,16000,100,2 out of 3,1,Hari Nagar,4,2,1,2
2533,2533,2,45000,1000,2 out of 3,1,"Kailash Colony, Greater Kailash",4,2,1,2
2534,2534,1,6000,63,4 out of 4,1,Rohini Sector 2,4,2,1,1
2535,2535,3,40000,1800,Ground out of 3,1,Vasant Kunj,4,2,1,2
2536,2536,2,36000,1440,2 out of 3,2,Chittaranjan Park,4,2,2,2
2537,2537,2,12000,55,Ground out of 4,1,Uttam Nagar,4,1,1,2
2538,2538,3,45000,1500,1 out of 12,2,"The Shabad Apartment, Dwarka Sector 13",4,1,2,3
2539,2539,2,20000,400,3,1,"Kasturba Niketan, Lajpat Nagar 2",4,1,1,1
2540,2540,3,10000,100,1 out of 4,2,Krishna Nagar,4,2,1,2
2541,2541,2,5000,500,1 out of 3,1,Sangam Vihar,4,1,1,1
2542,2542,2,8000,100,Ground out of 3,1,Rohini Sector 38,4,1,1,2
2543,2543,2,13000,455,1 out of 4,1,"DDA Akshardham Apartments, DS 19",4,1,1,1
2544,2544,2,15000,80,3 out of 4,2,Anand Parbat,4,2,1,1
2545,2545,2,7500,450,Ground out of 2,1,Burari,4,1,1,1
2546,2546,1,6000,400,Ground out of 1,1,"Qutub Vihar, Dwarka",4,1,1,1
2547,2547,4,100000,300,1 out of 3,1,Vasant Kunj,4,1,1,4
2548,2548,2,12000,700,2 out of 3,1,Rohini Sector 23,4,2,1,2
2549,2549,2,10000,600,4 out of 5,1,"Mohan Garden, Razapur Khurd",4,2,1,2
2550,2550,2,10000,800,2 out of 3,1,"Bharthal, Dwarka",4,2,1,2
2551,2551,2,12000,950,2 out of 3,1,"Chanakya Place, Sitapuri",4,1,1,2
2552,2552,2,15000,450,4 out of 4,1,Shadipur,4,2,1,1
2553,2553,1,10000,450,1 out of 3,2,Radhey Shyam Park,4,1,1,1
2554,2554,2,12000,68,3 out of 5,1,Uttam Nagar,4,1,1,1
2555,2555,2,14500,850,2 out of 4,2,"Rajpur Khurd Extension, Rajpur",4,1,1,2
2556,2556,2,18500,1000,3 out of 4,1,"Kotla Mubarakpur, South Extension",4,2,1,2
2557,2557,1,24000,600,4 out of 4,2,Rajouri Garden,4,2,2,1
2558,2558,2,11000,65,Ground out of 4,1,New Ashok Nagar,4,1,1,1
2559,2559,3,52000,1700,1 out of 1,2,Vasant Kunj,4,2,2,3
2560,2560,3,70000,1800,Ground out of 4,2,Lajpat Nagar 3,4,2,1,3
2561,2561,2,12000,1000,3 out of 4,1,Uttam Nagar,4,2,1,1
2562,2562,2,22000,900,2 out of 4,2,Patparganj,4,2,2,2
2563,2563,4,200000,2300,1 out of 1,1,Shanti Niketan,4,2,1,4
2564,2564,2,20000,75,1 out of 3,1,Green Park,4,1,1,2
2565,2565,3,45000,200,1 out of 4,2,Paschim Vihar Block B1,4,2,2,3
2566,2566,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,2,1
2567,2567,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,2,1
2568,2568,2,9500,450,3 out of 4,2,Laxmi Nagar,4,2,1,1
2569,2569,2,25000,750,1 out of 4,2,Karol Bagh,4,2,2,2
2570,2570,2,12000,400,1 out of 4,2,kst chattarpur Apartments,4,1,2,1
2571,2571,2,24000,84,1 out of 4,2,Paschim Vihar,4,2,2,2
2572,2572,2,27000,90,2 out of 3,1,Rohini Sector 8,4,1,1,2
2573,2573,2,18000,90,2 out of 4,1,Mansarovar garden,4,2,1,2
2574,2574,2,17000,500,1 out of 3,1,Lajpat Nagar,4,2,1,2
2575,2575,2,15000,75,4 out of 5,1,Adarsh Nagar,4,1,1,2
2576,2576,1,13000,512,1 out of 3,2,Patel Nagar West,4,2,1,1
2577,2577,3,70000,1500,1 out of 3,2,Vasant Kunj,4,2,2,3
2578,2578,1,14000,446,2 out of 4,1,"Amar Colony, Lajpat Nagar",4,1,1,1
2579,2579,3,32000,1100,4 out of 5,1,"Gagan Vihar, Krishna Nagar",4,2,1,2
2580,2580,1,4000,125,1 out of 2,1,Sangam Vihar,4,1,1,1
2581,2581,3,100000,1800,3 out of 5,1,Gautam Nagar,4,2,1,3
2582,2582,3,20000,1300,1 out of 4,1,Chhattarpur,4,1,1,2
2583,2583,3,30000,2000,7 out of 10,1,"Ashoka Enclave Apartment, Dwarka Sector 11",4,2,3,2
2584,2584,2,150000,1200,2 out of 3,2,Greater Kailash 1,4,2,2,2
2585,2585,3,19500,125,1 out of 4,1,Uttam Nagar,4,1,2,2
2586,2586,2,18000,730,2 out of 3,2,"Arjun Nagar, Safdarjung Enclave",4,1,1,2
2587,2587,2,25000,160,3 out of 3,2,Dr Mukherjee Nagar West,4,2,1,2
2588,2588,2,18000,1000,Ground out of 2,1,Janakpuri Block B1,4,1,1,2
2589,2589,1,10000,450,1 out of 5,1,Paschim Vihar,4,2,1,1
2590,2590,2,12000,75,2 out of 4,1,Mehrauli,4,2,1,2
2591,2591,3,25000,2000,1 out of 3,1,"Karkardooma, Anand Vihar",4,2,2,3
2592,2592,4,40000,2400,4 out of 4,1,Preet Vihar,4,1,2,3
2593,2593,2,30000,1800,Ground out of 2,1,"Karkardooma, Anand Vihar",4,2,2,2
2594,2594,3,29000,1800,Ground out of 3,1,Mausam Vihar,4,1,3,3
2595,2595,3,35000,2200,2 out of 4,1,"Nirman Vihar, Preet Vihar",4,1,1,3
2596,2596,3,21000,2200,Ground out of 2,2,Vivek Vihar,4,2,1,2
2597,2597,3,31000,900,3 out of 4,2,Surajmal Vihar,4,2,1,2
2598,2598,2,8000,75,2 out of 4,1,Chhattarpur,4,1,1,1
2599,2599,2,15500,75,2 out of 4,1,Saket,4,2,1,2
2600,2600,3,32000,1800,3 out of 4,2,"Gagan Vihar, Krishna Nagar",4,2,1,3
2601,2601,3,30000,160,2 out of 4,2,Surajmal Vihar,4,2,1,3
2602,2602,4,42000,2700,2 out of 4,2,"Pushpanjali, Anand Vihar",4,2,2,4
2603,2603,3,20500,1050,3 out of 4,2,Laxmi Nagar,4,2,1,2
2604,2604,3,60000,1800,2 out of 3,1,Sarvodaya Enclave,4,2,1,3
2605,2605,2,95000,2700,1 out of 3,1,Greater Kailash 2,4,2,1,2
2606,2606,1,16000,499,2 out of 3,2,Chittaranjan Park Block K,4,2,3,1
2607,2607,1,8500,450,3 out of 4,2,Sarita Vihar Pocket M,4,1,2,1
2608,2608,1,14000,60,3 out of 4,1,"Paryavaran Complex, Sainik Farm",4,1,1,1
2609,2609,3,140000,2200,Ground out of 3,1,Defence Colony,4,1,1,3
2610,2610,2,8000,130,Ground out of 3,1,Raj Nagar 2,4,1,1,1
2611,2611,3,12500,650,3 out of 4,1,Chirag Delhi,4,2,1,1
2612,2612,2,14000,100,3 out of 4,1,Janakpuri,4,1,1,1
2613,2613,2,6000,45,2 out of 3,1,"Devli, Sangam Vihar",4,1,1,1
2614,2614,2,10000,600,2 out of 3,1,Trilokpuri,4,1,1,2
2615,2615,3,15000,800,Ground out of 4,1,Kadipur,4,1,1,1
2616,2616,3,8000,1500,1 out of 1,2,Cherlopalli TIRUPATI,4,1,1,3
2617,2617,1,10000,30,1 out of 5,1,Mahipalpur,4,2,1,1
2618,2618,1,8500,55,Ground out of 3,1,Gharoli,4,1,1,1
2619,2619,2,25000,900,Ground out of 3,2,"Nirman Vihar, Preet Vihar",4,2,1,2
2620,2620,2,13000,1000,1 out of 2,2,Bhajanpura,4,1,1,1
2621,2621,1,6000,360,1 out of 2,1,Ghitorni,4,2,1,1
2622,2622,1,7000,450,1 out of 4,1,"Mohan Garden, Razapur Khurd",4,2,1,1
2623,2623,2,22000,900,4 out of 5,1,"Gangaram Vatika, Vishnu Garden",4,2,1,2
2624,2624,2,40000,1100,2 out of 4,1,"Kailash Colony, Greater Kailash",4,2,1,2
2625,2625,2,22000,700,Ground out of 2,1,Rohini Sector 7,4,2,1,2
2626,2626,1,4500,400,1 out of 2,1,Sagar Pur,4,1,1,1
2627,2627,3,15000,950,Ground out of 3,1,Rohini Sector 4,4,1,1,2
2628,2628,3,130000,3000,1 out of 5,1,Defence Colony,4,2,1,4
2629,2629,2,23000,950,3 out of 3,2,Ber Sarai,4,1,1,2
2630,2630,3,45000,1100,1 out of 4,1,Chittaranjan Park,4,2,1,3
2631,2631,1,15000,497,3 out of 4,2,Lajpat Nagar 4,4,1,1,1
2632,2632,3,13000,100,3 out of 4,1,"Viswas Park, Matiala",4,2,1,2
2633,2633,2,10000,70,1 out of 4,1,Shakarpur,4,2,1,2
2634,2634,2,10000,55,2 out of 4,1,Dwarka Sector 8,4,1,1,2
2635,2635,1,6500,300,4 out of 5,1,East Of Kailash,4,1,1,1
2636,2636,1,7000,400,2 out of 4,2,Mandawali,4,1,2,1
2637,2637,2,7000,500,2 out of 4,1,Badarpur,4,2,1,2
2638,2638,4,17401,650,4 out of 4,1,Patel Nagar West,4,2,1,2
2639,2639,1,5500,630,Ground out of 2,1,Uttam Nagar,4,2,1,1
2640,2640,1,20000,450,1 out of 3,1,DS 19,4,1,3,1
2641,2641,2,7000,500,1 out of 2,1,Mahipalpur,4,2,1,1
2642,2642,2,13000,95,1 out of 4,1,Shahdara,4,2,1,1
2643,2643,4,60000,272,Ground out of 4,2,Model Town,4,2,2,3
2644,2644,2,17000,800,2 out of 4,2,Rohini Sector 24,4,1,1,2
2645,2645,2,16000,50,2 out of 4,1,"Nirankari Colony, Mukherjee Nagar",4,1,1,2
2646,2646,1,9500,400,2 out of 4,1,"Maidan Garhi, Chhattarpur",4,2,1,1
2647,2647,1,5000,450,Ground out of 3,1,Vikash Nagar,4,1,1,1
2648,2648,3,27000,1800,2 out of 4,2,"Jagriti Enclave, Anand Vihar",4,2,1,3
2649,2649,3,29000,1800,2 out of 4,2,"Saini Enclave, Anand Vihar",4,2,1,3
2650,2650,3,29000,2000,1 out of 4,2,Vivek Vihar Phase 1,4,2,1,3
2651,2651,4,37000,2700,2 out of 3,2,"AGCR Enclave, Anand Vihar",4,2,1,4
2652,2652,4,36000,2700,2 out of 3,2,"AGCR Enclave, Anand Vihar",4,2,1,3
2653,2653,3,35000,1800,4 out of 4,2,Surajmal Vihar,4,2,2,3
2654,2654,4,42000,2700,2 out of 4,2,"Pushpanjali, Anand Vihar",4,2,2,4
2655,2655,3,37000,1800,1 out of 4,2,Preet Vihar,4,2,1,3
2656,2656,3,30000,1800,2 out of 3,2,Surajmal Vihar,4,2,1,3
2657,2657,3,20000,1200,2 out of 3,1,Ghitorni,4,2,1,2
2658,2658,1,8500,600,1 out of 4,2,Chattarpur Extension,4,2,2,1
2659,2659,1,11000,350,2 out of 5,1,Sheikh Sarai,4,2,1,1
2660,2660,2,14000,100,2 out of 4,1,Dwarka,4,2,1,2
2661,2661,3,55000,1800,1 out of 3,2,Malviya Nagar,4,1,1,3
2662,2662,2,25000,900,3 out of 4,2,"Jagriti Enclave, Anand Vihar",4,2,2,2
2663,2663,3,20500,1150,3 out of 4,2,Laxmi Nagar,4,1,1,2
2664,2664,4,28000,1400,2 out of 4,2,Rohini Sector 24,4,2,1,2
2665,2665,1,5000,500,Ground out of 4,1,Mahavir Enclave Part 1,4,2,1,1
2666,2666,4,35000,300,2 out of 4,2,"AGCR Enclave, Anand Vihar",4,2,1,3
2667,2667,3,30000,1800,2 out of 4,2,"Saini Enclave, Anand Vihar",4,2,1,3
2668,2668,1,10000,500,3 out of 4,2,Neb Sarai,4,1,1,1
2669,2669,1,11000,500,Ground out of 4,1,Rohini Sector 17,4,1,1,1
2670,2670,2,17000,80,1 out of 4,1,Mayur Vihar Phase 1 Extension,4,2,1,2
2671,2671,2,35000,1000,2 out of 4,1,Kalkaji,4,2,2,2
2672,2672,3,30000,1600,6 out of 10,1,"Highland Tower, Dwarka Sector 12",4,1,1,2
2673,2673,4,30000,1800,6 out of 8,1,Dwarka Sector 22,4,2,1,4
2674,2674,2,13000,400,Ground out of 4,2,Rohini Sector 24,4,2,1,2
2675,2675,2,13000,900,Ground out of 3,1,Chhattarpur,4,2,1,2
2676,2676,1,11000,480,4 out of 5,2,East Of Kailash,4,1,1,1
2677,2677,1,13000,180,2 out of 2,2,Lajpat Nagar 1,4,1,2,1
2678,2678,2,33000,1000,1 out of 3,2,"Munirka Vihar, Munirka",4,1,2,2
2679,2679,3,25000,1120,2 out of 3,1,gg1 vikas puri,4,1,1,2
2680,2680,3,70000,1800,2 out of 4,2,Saket,4,2,2,3
2681,2681,3,30000,1200,1 out of 3,2,Vikaspuri,4,2,1,2
2682,2682,1,9000,550,1 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,2,1,1
2683,2683,2,14500,1400,3 out of 4,1,Dilshad Garden,4,1,2,1
2684,2684,3,50000,1600,2 out of 4,2,Vasant Kunj Sector C,4,2,2,2
2685,2685,1,20000,650,1 out of 4,2,Mayur Vihar 1,4,2,1,1
2686,2686,4,15000,120,Ground out of 2,1,Rohini Sector 38,4,2,1,4
2687,2687,2,7500,450,1 out of 3,2,Mahavir Enclave Part 1,4,1,1,1
2688,2688,1,13500,520,Ground out of 4,1,Uttam Nagar,4,2,1,1
2689,2689,1,14000,850,2 out of 4,1,Paschim Vihar,4,2,2,1
2690,2690,2,18000,850,1 out of 4,2,Saket,4,2,2,2
2691,2691,2,14000,585,2 out of 4,2,Pandav Nagar,4,2,1,1
2692,2692,3,65000,1600,Ground out of 4,2,East Of Kailash,4,2,1,2
2693,2693,2,22000,950,2 out of 5,1,Mayur Vihar Phase 1 Extension,4,1,1,2
2694,2694,1,4000,120,1 out of 2,1,Najafgarh,4,1,1,1
2695,2695,2,10000,500,3 out of 3,1,Vinod Nagar East,4,2,1,1
2696,2696,1,7500,200,2 out of 4,2,kst chattarpur Apartments,4,1,2,1
2697,2697,1,17000,550,2 out of 4,1,Ramesh Nagar,4,2,1,1
2698,2698,1,18000,650,2 out of 4,2,Gautam Nagar,4,2,1,1
2699,2699,4,70000,2800,6 out of 10,2,Delhi estate Apartment,4,1,2,4
2700,2700,1,10000,50,3 out of 4,1,Mahipalpur,4,2,1,1
2701,2701,2,15000,550,4 out of 4,2,Dori Walan,4,1,1,1
2702,2702,2,16500,90,4 out of 5,1,DS 19,4,2,1,2
2703,2703,3,100000,2925,1 out of 4,1,Defence Colony,4,2,1,3
2704,2704,1,7500,150,4 out of 4,2,"New Mahavir Nagar, Tilak Nagar",4,2,1,1
2705,2705,2,6000,450,1 out of 3,1,north chajjupur shahdara,4,1,1,1
2706,2706,2,18000,750,4 out of 4,2,Mahavir Enclave Part 1,4,1,2,2
2707,2707,2,18000,975,Ground out of 3,1,Janakpuri,4,2,1,1
2708,2708,3,8000,106,Ground out of 4,1,Burari,4,2,1,1
2709,2709,2,14000,750,4 out of 6,1,Mehrauli,4,2,1,2
2710,2710,2,11000,80,2 out of 4,1,"Khanpur, Madangir",4,2,1,2
2711,2711,3,25000,96,2 out of 5,1,Rohini Sector 11,4,1,1,2
2712,2712,1,9000,500,1 out of 3,1,Chhattarpur,4,1,1,1
2713,2713,3,47000,1550,Ground out of 3,2,Vasant Kunj,4,2,1,2
2714,2714,2,20000,1000,3 out of 3,1,"Gaurav Apartment, Indraprastha Extension, Patparganj",4,2,1,2
2715,2715,1,6000,400,2 out of 4,1,Mehrauli,4,1,1,1
2716,2716,1,5000,450,1 out of 4,1,Bhajanpura,4,1,1,1
2717,2717,2,20000,1000,3 out of 4,1,"DDA Devdoot Apartment, Vikaspuri",4,2,3,1
2718,2718,1,10000,450,2 out of 4,1,"Khirki extension, Malviya Nagar",4,1,1,1
2719,2719,3,15000,100,3 out of 4,1,Chhattarpur,4,2,1,2
2720,2720,2,13500,550,2 out of 4,2,"Laxmi Nagar District Centre, Laxmi Nagar",4,2,1,2
2721,2721,1,5500,400,2 out of 3,1,Bindapur,4,2,1,1
2722,2722,1,14000,60,1 out of 5,1,"Guru Angad Nagar West, Laxmi Nagar",4,2,1,1
2723,2723,4,18000,900,3 out of 5,1,Subhash Nagar,4,1,1,2
2724,2724,1,20000,700,1 out of 5,1,Rohini Sector 5,4,2,1,1
2725,2725,2,9300,500,2 out of 4,1,Laxmi Nagar,4,1,1,1
2726,2726,3,80000,2000,2 out of 4,2,Safdarjung Enclave,4,2,2,3
2727,2727,2,7500,400,2 out of 3,2,Aya Nagar,4,2,2,1
2728,2728,3,30000,1500,1 out of 4,2,Sarita Vihar Pocket C,4,1,2,2
2729,2729,2,13000,70,2 out of 4,1,"IGNOU Road, Saket",4,1,1,1
2730,2730,2,8500,60,2 out of 4,1,"Indraprastha Extension, Patparganj",4,1,1,2
2731,2731,3,44300,200,1 out of 4,2,Paschim Vihar,4,2,2,3
2732,2732,2,45000,1650,2 out of 4,2,Safdarjung Enclave,4,2,2,2
2733,2733,2,30000,1150,3 out of 3,2,Sarita Vihar Pocket K,4,1,2,2
2734,2734,2,40000,1800,Ground out of 3,2,Saket,4,2,2,2
2735,2735,4,530000,4000,3 out of 4,2,Anand Niketan,4,2,1,5
2736,2736,2,12000,900,1 out of 2,1,Ashok Vihar Phase 2,4,1,1,1
2737,2737,2,13500,700,1 out of 2,1,Shakarpur,4,1,1,1
2738,2738,2,30000,900,2 out of 4,1,Sheikh Sarai Phase 1,4,1,1,2
2739,2739,1,9500,400,2 out of 2,1,New Delhi,4,2,1,1
2740,2740,4,200000,2700,Ground out of 3,2,Greater Kailash 1,4,1,2,4
2741,2741,3,30000,2000,Ground out of 2,1,Rohini Sector 15,4,1,1,3
2742,2742,2,9000,450,1 out of 3,1,"Shakarpur Khas, Shakarpur",4,1,1,1
2743,2743,2,13000,400,2 out of 4,2,kst chattarpur Apartments,4,1,2,1
2744,2744,2,7000,500,1 out of 5,1,Vinod Nagar West,4,2,1,1
2745,2745,1,18000,450,1 out of 4,2,Munirka,4,2,1,1
2746,2746,1,3500,350,1 out of 3,1,Najafgarh,4,1,1,1
2747,2747,4,65000,272,1 out of 4,2,Model Town,4,1,1,4
2748,2748,1,19000,545,2 out of 3,1,Dwarka,4,2,1,1
2749,2749,2,23000,84,Ground out of 4,1,Paschim Vihar,4,2,1,2
2750,2750,1,12000,600,2 out of 4,1,Kalkaji,4,2,1,1
2751,2751,2,15000,75,3 out of 4,1,Chhattarpur,4,1,1,2
2752,2752,3,38000,165,2 out of 4,2,"Dayanand Vihar, Anand Vihar",4,2,2,2
2753,2753,3,50000,1100,1 out of 4,2,Shalimar bagh,4,1,2,3
2754,2754,1,6500,500,3 out of 3,1,Falt,4,1,1,1
2755,2755,3,35000,150,1 out of 3,2,Janakpuri,4,2,2,3
2756,2756,2,15000,70,2 out of 5,1,Vasant Kunj,4,2,1,2
2757,2757,3,30000,250,1 out of 2,1,Mausam Vihar,4,2,1,2
2758,2758,2,10000,70,1 out of 5,1,"Khanpur, Madangir",4,1,1,2
2759,2759,1,18000,300,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,2,1
2760,2760,3,30000,1800,1 out of 4,2,Malviya Nagar,4,2,2,3
2761,2761,1,16000,400,3 out of 4,2,Lajpat Nagar 4,4,2,1,1
2762,2762,3,22000,1250,2 out of 3,1,Cghs apts.,4,2,1,2
2763,2763,2,9000,480,1 out of 4,1,Rohini Sector 21,4,2,1,1
2764,2764,2,20200,84,2 out of 4,2,Paschim Vihar,4,2,2,2
2765,2765,2,19500,84,2 out of 4,2,Paschim Vihar Block A6,4,2,2,2
2766,2766,2,21000,600,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,2,2
2767,2767,2,20000,600,Ground out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,2,2
2768,2768,2,13000,720,2 out of 4,1,Govindpuri Main,4,2,1,2
2769,2769,2,6500,75,1 out of 1,2,Najafgarh,4,1,1,1
2770,2770,3,25000,1000,1 out of 4,1,"Everest Apartment, Kalkaji",4,1,1,2
2771,2771,2,20000,900,2 out of 4,2,Malviya Nagar,4,2,2,2
2772,2772,2,33000,2200,1 out of 1,2,Janakpuri,4,2,3,2
2773,2773,3,18000,900,Ground out of 4,2,Mayur Vihar 3,4,2,1,1
2774,2774,1,13000,550,3 out of 3,2,Pitampura,4,2,1,1
2775,2775,2,10000,450,4 out of 5,1,Palam,4,2,1,1
2776,2776,2,10000,470,2 out of 4,1,Pul Prahlad Pur,4,2,1,2
2777,2777,3,23000,125,3 out of 4,1,"Khirki extension, Malviya Nagar",4,2,1,2
2778,2778,1,20000,400,3 out of 4,2,Lajpat Nagar 4,4,2,1,1
2779,2779,4,150000,2600,2 out of 2,2,Vasant Vihar,4,2,1,4
2780,2780,3,25000,1500,5 out of 10,2,"DJA Apartments, Dwarka Sector 13",4,2,1,3
2781,2781,2,21000,80,3 out of 4,1,Dwarka Sector 17,4,2,1,1
2782,2782,3,30000,1100,3 out of 3,2,Dwarka Sector 9,4,2,1,2
2783,2783,2,22000,1000,4 out of 5,1,Vasant Kunj,4,2,1,2
2784,2784,2,14000,800,3 out of 5,1,Mehrauli,4,1,1,2
2785,2785,2,7000,50,2 out of 5,1,Dwarka Sector 14,4,2,1,1
2786,2786,2,18500,1000,2 out of 5,1,"Kishangarh, Vasant Kunj",4,2,1,2
2787,2787,1,8500,550,2 out of 3,2,Chhattarpur Enclave,4,1,2,1
2788,2788,1,8000,450,Ground out of 4,2,Chhattarpur Enclave,4,1,2,1
2789,2789,2,10000,670,2 out of 4,1,Ram Nagar,4,2,1,2
2790,2790,2,15000,700,1 out of 3,1,Dwarka,4,2,1,1
2791,2791,3,37000,125,3 out of 4,1,"Vikram Vihar, Lajpat Nagar",4,2,2,2
2792,2792,3,90000,1872,1 out of 5,1,Greater Kailash 1,4,2,1,3
2793,2793,2,12000,650,2 out of 4,2,Chhattarpur Enclave,4,1,1,1
2794,2794,2,13000,550,1 out of 4,2,Chhattarpur Enclave,4,1,2,2
2795,2795,2,22000,84,Ground out of 4,2,Paschim Vihar,4,2,2,2
2796,2796,1,4000,90,Ground out of 2,1,Gopalpur,4,1,1,2
2797,2797,2,12000,1000,1 out of 4,1,Laxmi Nagar,4,1,1,2
2798,2798,1,9000,65,3 out of 4,1,Lado Sarai,4,1,1,1
2799,2799,2,14000,75,2 out of 4,1,Pandav Nagar,4,1,1,1
2800,2800,1,15000,250,Ground out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,2,1
2801,2801,2,12500,900,3 out of 4,1,Surya Apartment pocket a11,4,1,2,2
2802,2802,3,30000,900,3 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,2,2,3
2803,2803,2,9500,650,Ground out of 3,1,Mayur Vihar,4,1,1,2
2804,2804,2,15000,900,4 out of 5,1,Bhagwati Garden,4,2,1,2
2805,2805,1,12000,800,3 out of 5,1,Rohini Sector 3,4,2,1,1
2806,2806,1,8000,410,2 out of 4,2,Dwarka Sector 23B,4,1,2,1
2807,2807,3,70000,1500,2 out of 3,1,Rajouri Garden,4,2,1,3
2808,2808,4,250000,2800,2 out of 3,2,Safdarjung Enclave,4,1,1,4
2809,2809,3,31500,1800,2 out of 4,2,Pitampura,4,2,2,2
2810,2810,2,30000,1400,Ground out of 4,2,"Sarita Vihar, Mathura Road",4,2,2,2
2811,2811,3,60000,1600,3 out of 4,1,Greater Kailash,4,2,1,3
2812,2812,3,35000,1200,3 out of 4,2,Rajouri Garden,4,2,2,2
2813,2813,3,55000,1150,2 out of 4,2,"Vikram Vihar, Lajpat Nagar",4,1,1,3
2814,2814,2,20000,110,Ground out of 2,1,Karawal Nagar,4,2,1,1
2815,2815,1,6500,300,3 out of 3,1,"Tagore Garden, Rajouri Garden, Najafgarh Road",4,2,1,1
2816,2816,2,17000,750,1 out of 4,2,"Panchsheel Vihar, Sheikh Sarai",4,2,1,2
2817,2817,1,9300,450,1 out of 4,2,Paschim Vihar Block A6,4,2,2,1
2818,2818,2,7500,410,2 out of 4,1,Ghitorni,4,1,1,1
2819,2819,2,20000,800,2 out of 5,1,Janakpuri,4,2,1,1
2820,2820,3,18000,120,4 out of 5,1,Bhalswa,4,2,1,3
2821,2821,1,15000,650,2 out of 4,2,Saket,4,2,2,1
2822,2822,2,13000,400,2 out of 4,2,kst chattarpur Apartments,4,1,2,1
2823,2823,2,20000,810,3 out of 3,1,Vikaspuri,4,2,1,2
2824,2824,3,12000,700,1 out of 3,1,"Indraprastha Extension, Patparganj",4,2,1,2
2825,2825,2,40000,1125,Ground out of 2,1,Krishna Park,4,2,1,2
2826,2826,2,8000,600,4 out of 5,1,Rohini Sector 7,4,1,1,2
2827,2827,3,95000,1300,1 out of 4,2,South Extension 1,4,2,2,3
2828,2828,3,68000,1450,2 out of 4,2,Lajpat Nagar 3,4,2,1,3
2829,2829,3,18000,110,1 out of 5,1,Tri Nagar,4,1,1,2
2830,2830,4,130000,3500,1 out of 3,2,Anand Niketan,4,2,2,6
2831,2831,4,150000,4000,3 out of 3,2,West End,4,2,2,7
2832,2832,3,75000,2500,1 out of 3,2,Sarvodaya Enclave,4,2,2,4
2833,2833,4,110000,3000,2 out of 4,2,Safdarjung Enclave,4,2,2,5
2834,2834,4,150000,3500,3 out of 3,2,Vasant Vihar,4,2,2,6
