,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2275,1,24000,700,7 out of 7,2,"Domlur, Domlur",3,2,Bachelors/Family,1
2276,1,15000,455,2 out of 4,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2277,2,18000,1000,Ground out of 4,2,"Sai Colony, Krishnarajapura",3,2,Bachelors/Family,2
2278,1,8500,600,1 out of 2,1,Shivaji Nagar,3,2,Bachelors/Family,1
2279,1,4000,250,Ground out of 2,1,Vijayanagar,3,1,Bachelors/Family,1
2280,1,5000,400,1 out of 2,1,T Dasarahalli,3,1,Bachelors/Family,1
2281,2,22000,1200,3 out of 5,2,Mahadevapura,3,2,Bachelors/Family,2
2282,1,12000,500,2 out of 5,2,"Electronics City Phase 1, Electronic City",3,2,Bachelors,1
2283,1,9000,350,2 out of 3,1,Btm Layout,3,1,Bachelors/Family,1
2284,2,7500,1100,Ground out of 3,1,"Vinayak Nagar, Kattigenahalli",3,2,Bachelors/Family,2
2285,2,30000,1650,2 out of 3,1,Ganga Nagar,3,1,Bachelors/Family,3
2286,4,14000,1000,Ground out of 4,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,2
2287,2,9250,500,2 out of 3,1,Banashankari,3,2,Bachelors/Family,1
2288,1,13000,700,1 out of 5,1,Gh society,3,2,Bachelors/Family,2
2289,2,12000,1200,Ground out of 5,1,Vijayanagar,3,1,Bachelors/Family,2
2290,1,12000,600,1 out of 2,1,Wilson Garden,3,1,Bachelors/Family,1
2291,2,10000,925,2 out of 5,1,Electronic City,3,1,Bachelors/Family,2
2292,3,60000,2400,Ground out of 8,2,Koramangala,3,2,Bachelors,3
2293,3,35000,1500,1 out of 9,2,Hebbal,3,2,Bachelors/Family,3
2294,2,12000,600,Ground out of 4,1,"Dooravani Nagar, Dooravani Nagar",3,1,Bachelors/Family,2
2295,1,14000,435,3 out of 5,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2296,1,8000,650,Ground out of 1,2,"Srinivasa Nagar-Banashankari, Banashankari",3,2,Bachelors/Family,1
2297,2,11000,700,Ground out of 2,2,Uttarahalli,3,2,Bachelors/Family,2
2298,2,20000,890,5 out of 12,2,Yelahanka,3,2,Bachelors/Family,2
2299,1,12500,600,3 out of 4,1,Hbr Layout,3,2,Bachelors/Family,1
2300,2,35000,1250,3 out of 4,2,Cunningham Road,3,2,Bachelors/Family,2
2301,3,26000,1350,2 out of 5,2,Mahadevapura,3,2,Bachelors/Family,2
2302,3,85000,2600,8 out of 18,2,Hebbal,3,2,Family,4
2303,1,14000,440,2 out of 5,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2304,2,22000,1150,1 out of 4,2,Electronic City,3,2,Bachelors/Family,2
2305,1,7000,450,2 out of 4,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,1
2306,2,16000,1150,3 out of 5,1,Nri Layout,3,2,Bachelors/Family,2
2307,2,11000,600,2 out of 5,2,Gottigere,3,1,Bachelors,1
2308,2,20000,980,4 out of 12,2,Yelahanka,3,2,Family,2
2309,3,60000,1850,3 out of 3,2,Halasuru,3,2,Bachelors/Family,3
2310,2,5000,625,1 out of 3,2,Kadabagere,3,2,Bachelors/Family,2
2311,1,4000,100,2 out of 3,1,"Itc Colony, Maruthi Sevanagar",3,2,Bachelors/Family,2
2312,2,15000,1200,1 out of 1,2,Varthur,3,2,Bachelors/Family,1
2313,3,18000,1200,Ground out of 4,2,Bagalakunte,3,2,Bachelors/Family,2
2314,2,12000,1080,1 out of 2,2,Punyabhoomi Layout,3,2,Bachelors,1
2315,1,8500,700,1 out of 3,1,Amrutahalli,3,2,Bachelors/Family,1
2316,2,11000,800,Ground out of 1,1,"Panduranga Nagar, bannerghatta main Road",3,1,Bachelors/Family,2
2317,3,42000,1880,14 out of 14,1,whitefield,3,2,Family,2
2318,2,25000,1305,1 out of 8,1,Jakkur,3,2,Bachelors/Family,2
2319,1,8500,600,3 out of 5,1,Sahakara Nagar,3,2,Bachelors/Family,1
2320,2,12500,950,2 out of 8,1,Yelahanka Dodda Ballapur Road,3,2,Bachelors/Family,2
2321,2,18000,1188,Ground out of 4,1,"Hegde Nagar, R.K.Hegde Nagar",3,1,Bachelors/Family,2
2322,1,6000,500,2 out of 3,1,Vijayanagar,3,1,Bachelors/Family,1
2323,2,9000,875,Ground out of 1,1,"Kereguddadahalli, chikkabanavara Bangalore",3,2,Bachelors/Family,2
2324,3,54000,2100,3 out of 4,2,Wilson garden Bangalore,3,1,Bachelors,3
2325,3,22000,1200,2 out of 4,1,Annapurneshwari Nagar,3,2,Bachelors/Family,2
2326,3,120000,2390,3 out of 17,1,Rajajinagar,3,2,Bachelors/Family,3
2327,1,7000,600,1 out of 3,1,Ramamurthy Nagar,3,2,Bachelors/Family,1
2328,2,28000,1150,1 out of 2,2,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",3,2,Family,2
2329,3,55000,1788,Ground out of 1,2,Koramangala Block 4,3,2,Family,3
2330,2,19000,1250,3 out of 3,1,Electronic City,3,2,Bachelors/Family,2
2331,1,11000,600,4 out of 5,2,Mahadevapura,3,2,Bachelors/Family,1
2332,3,18000,1600,2 out of 4,1,"Vimanapura, Airport Road",3,2,Bachelors/Family,2
2333,3,70000,1520,23 out of 25,2,"Sena Vihar, Kammanahalli",3,2,Bachelors/Family,4
2334,1,12000,550,1 out of 3,2,Koramangala,3,2,Bachelors,1
2335,2,18000,1100,2 out of 4,1,K R Puram,3,2,Bachelors/Family,2
2336,2,30000,1100,2 out of 5,2,Hsr Layout,3,2,Bachelors/Family,2
2337,2,10000,1100,Ground out of 3,1,Chikkabanavara,3,2,Bachelors/Family,2
2338,1,6000,400,1 out of 3,1,Nandini Layout,3,1,Bachelors/Family,1
2339,1,4500,300,3 out of 3,1,"Virat Nagar, Bommanahalli",3,2,Bachelors/Family,1
2340,1,8000,500,Ground out of 3,1,Rajarajeshwari Nagar,3,2,Bachelors/Family,1
2341,2,20000,1100,3 out of 4,2,Hennur Main Road,3,2,Bachelors,2
2342,2,17500,1000,1 out of 3,2,"Dodda Banaswadi, Banaswadi",3,1,Family,2
2343,2,22000,850,Ground out of 4,1,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",3,2,Bachelors/Family,2
2344,2,17000,1020,2 out of 5,1,Bommanahalli,3,2,Bachelors/Family,2
2345,2,22000,1250,1 out of 1,1,Kammanahalli,3,1,Bachelors,2
2346,3,24000,1400,2 out of 4,1,"Jalahalli, Jalahalli, Outer Ring Road",3,2,Bachelors/Family,3
2347,1,12000,600,1 out of 3,1,Koramangala,3,1,Bachelors/Family,1
2348,1,4500,200,4 out of 5,1,T Dasarahalli,3,1,Bachelors/Family,1
2349,1,5000,300,Ground out of 3,1,Basaveshvara Nagar,3,1,Bachelors/Family,1
2350,1,6000,400,1 out of 3,1,"Vyalikaval, Malleshwaram",3,2,Bachelors/Family,1
2351,1,11000,450,3 out of 4,1,Rajamahal Guttahalli,3,2,Bachelors/Family,1
2352,2,20000,1180,1 out of 4,1,C V Raman Nagar,3,2,Bachelors/Family,2
2353,3,35000,1460,6 out of 12,2,Jakkur,3,1,Bachelors,3
2354,3,24000,1464,2 out of 5,2,"Singasandra, Hosur Road",3,2,Bachelors/Family,3
2355,2,10000,700,Lower Basement out of 3,2,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",3,2,Bachelors,2
2356,2,16000,680,1 out of 10,2,Devanahalli,3,2,Bachelors/Family,2
2357,3,100000,2750,5 out of 9,2,Prestige Acropolis,3,2,Bachelors,4
2358,2,14000,800,Ground out of 2,1,Vijayanagar,3,2,Bachelors/Family,1
2359,2,7500,600,3 out of 4,2,Karihobanahalli,3,1,Bachelors,1
2360,3,16000,1200,1 out of 4,2,"Gubbalala, Subramanyapura",3,1,Bachelors,3
2361,4,65000,3200,18 out of 19,2,Kothanur,3,2,Bachelors/Family,3
2362,2,18000,1800,1 out of 3,1,Hebbal Kempapura,3,2,Bachelors/Family,2
2363,1,8000,500,2 out of 2,1,Frazer Town,3,2,Bachelors/Family,1
2364,2,11000,1200,Ground out of 2,1,"Kadugondanahalli, Kadugondanahalli",3,1,Bachelors/Family,2
2365,1,8000,750,1 out of 3,1,"Prakruthi Township, Hennur",3,1,Bachelors/Family,1
2366,1,13000,700,1 out of 5,1,GH Society,3,2,Bachelors/Family,2
2367,2,30000,1000,12 out of 23,2,Yeshwantpur,3,1,Bachelors,2
2368,2,14000,800,1 out of 3,1,"Keshav Puram, Tri Nagar",4,2,Bachelors/Family,2
2369,1,20000,200,Ground out of 2,1,Hauz Khas,4,2,Bachelors,1
2370,3,80000,1800,1 out of 3,2,South Extension 1,4,2,Bachelors/Family,3
2371,1,9500,400,2 out of 4,2,Neb Sarai,4,1,Bachelors/Family,1
2372,3,14000,600,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,3
2373,3,65000,1550,1 out of 3,2,"Shivalik, Malviya Nagar",4,2,Bachelors,3
2374,2,18500,650,2 out of 4,2,Freedom Fighters Enclave,4,1,Bachelors,2
2375,2,40000,850,2 out of 4,2,"Amar Colony, Lajpat Nagar",4,1,Bachelors/Family,2
2376,4,90000,2000,Ground out of 4,2,Vasant Kunj,4,1,Bachelors,4
2377,1,3500,180,Ground out of 2,1,"Ganesh Nagar, Tilak Nagar",4,1,Bachelors/Family,1
2378,3,25000,140,Ground out of 3,2,Janakpuri,4,2,Bachelors,2
2379,1,9000,450,1 out of 4,2,Sudarshan Park,4,2,Bachelors/Family,1
2380,3,90000,2500,1 out of 3,2,New Friends Colony,4,2,Bachelors/Family,3
2381,1,22000,720,3 out of 3,2,Shakti Nagar,4,1,Bachelors/Family,1
2382,2,12000,400,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2383,2,11000,450,1 out of 4,2,Uttam Nagar,4,1,Bachelors,1
2384,1,20000,250,1 out of 1,2,"Nizamuddin East, Nizamuddin",4,2,Bachelors/Family,1
2385,4,260000,3000,4 out of 4,1,"Safdarjung Development Area, Hauz Khas",4,2,Bachelors/Family,5
2386,2,11000,550,3 out of 5,2,New Ashok Nagar,4,1,Bachelors,2
2387,2,10000,450,3 out of 4,2,Pandav Nagar,4,1,Bachelors/Family,1
2388,3,60000,2500,2 out of 3,2,Saket,4,1,Bachelors,3
2389,4,350000,800,1 out of 4,1,Green Park,4,1,Bachelors/Family,4
2390,2,16000,100,3 out of 3,1,Rohini Sector 24,4,1,Bachelors,2
2391,1,16000,400,2 out of 3,2,Subhash Nagar,4,2,Bachelors,1
2392,2,12000,750,1 out of 3,2,Dwarka Mor,4,2,Bachelors,2
2393,1,8000,400,1 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2394,3,14000,1100,Ground out of 3,2,Dwarka Mor,4,2,Bachelors/Family,2
2395,1,14900,450,Ground out of 5,2,Rohini Sector 18,4,2,Bachelors/Family,1
2396,2,15000,850,3 out of 3,2,Rohini Sector 23,4,1,Bachelors/Family,2
2397,3,10000,600,3 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2398,2,40000,750,1 out of 4,2,New Rajendra Nagar,4,1,Bachelors/Family,2
2399,1,9000,500,1 out of 4,2,Neb Sarai,4,2,Bachelors,1
2400,1,7000,350,2 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2401,2,13500,623,2 out of 3,2,"Ganesh Nagar, Tilak Nagar",4,2,Bachelors/Family,1
2402,3,95000,2400,3 out of 4,2,Greater Kailash 2,4,2,Bachelors,3
2403,1,20000,75,2 out of 4,2,Malviya Nagar,4,1,Bachelors/Family,1
2404,2,7500,450,1 out of 5,2,Laxmi Nagar,4,2,Bachelors/Family,1
2405,2,9000,445,4 out of 4,2,"Palam Colony, Palam",4,1,Bachelors/Family,2
2406,3,80000,300,1 out of 3,2,Greater Kailash 2,4,2,Bachelors,3
2407,3,50000,1670,3 out of 4,1,Model Town,4,2,Bachelors/Family,3
2408,1,13000,550,1 out of 4,2,Saket,4,2,Bachelors,1
2409,1,12000,350,4 out of 4,2,Chhattarpur,4,2,Bachelors,1
2410,2,16000,650,2 out of 4,2,Chhattarpur,4,2,Bachelors/Family,2
2411,2,13000,70,1 out of 3,1,Vikaspuri,4,2,Bachelors/Family,1
2412,2,29000,100,1 out of 3,2,South,4,2,Bachelors/Family,2
2413,3,18000,800,2 out of 3,1,Hari Nagar Ashram,4,1,Bachelors/Family,1
2414,2,8500,60,2 out of 2,1,Najafgarh,4,1,Bachelors/Family,1
2415,3,27000,2000,1 out of 3,2,"Kohinoor Apartment, Kalkaji Extention",4,2,Bachelors/Family,2
2416,2,18000,600,1 out of 4,2,"Arjun Nagar, Safdarjung Enclave",4,1,Bachelors/Family,2
2417,1,11500,450,3 out of 4,2,"Bhogal, Jangpura",4,2,Bachelors,1
2418,2,80000,2200,1 out of 4,2,Defence Colony,4,1,Bachelors,3
2419,2,15500,600,1 out of 4,2,dwarka sector 8 Raj Nagar extension part 2,4,1,Bachelors,2
2420,4,55000,2000,2 out of 4,2,Dwarka sec 19,4,2,Bachelors/Family,3
2421,2,20000,800,3 out of 4,1,Malviya Nagar,4,2,Bachelors/Family,2
2422,3,35000,170,4 out of 4,2,"Chitra Vihar, Swasthya Vihar",4,1,Bachelors/Family,2
2423,2,38000,150,Ground out of 4,2,Malviya Nagar,4,1,Bachelors/Family,2
2424,2,16000,650,3 out of 4,2,Freedom Fighters Enclave,4,1,Bachelors/Family,2
2425,3,50000,1250,2 out of 4,2,Chittaranjan Park Block B,4,2,Bachelors/Family,3
2426,1,9500,600,2 out of 4,1,Chhattarpur,4,2,Bachelors/Family,2
2427,4,90000,2100,3 out of 3,2,"Kailash hills, East Of Kailash",4,2,Bachelors/Family,4
2428,1,10000,450,3 out of 4,1,Rohini Sector 18,4,1,Bachelors,1
2429,2,25000,100,2 out of 4,2,Lajpat Nagar 1,4,1,Bachelors,2
2430,1,30000,650,3 out of 4,1,Lajpat Nagar,4,2,Bachelors/Family,1
2431,2,12000,48,1 out of 3,1,Rohini Sector 16,4,1,Bachelors/Family,2
2432,2,16500,550,4 out of 4,2,"Guru Angad Nagar West, Laxmi Nagar",4,2,Bachelors/Family,2
2433,1,4500,240,1 out of 2,1,Dilshad Colony,4,1,Bachelors/Family,1
2434,2,30000,700,3 out of 3,2,Vasant Kunj Sector B,4,2,Bachelors,2
2435,1,12000,48,1 out of 2,1,Rohini Sector 11,4,2,Bachelors/Family,1
2436,2,23000,100,Ground out of 3,1,Mansarover Garden,4,1,Bachelors/Family,2
2437,3,70000,1901,9 out of 11,1,"Unity the Amaryllis, Karol Bagh",4,2,Bachelors/Family,3
2438,1,5500,50,1 out of 4,2,Lado Sarai,4,1,Bachelors/Family,1
2439,3,35000,1300,3 out of 4,2,Dakshini Pitampura,4,2,Bachelors,3
2440,2,9000,145,1 out of 3,1,Palam,4,1,Bachelors/Family,2
2441,2,22000,800,2 out of 3,2,"Arjun Nagar, Safdarjung Enclave",4,1,Bachelors/Family,3
2442,3,35000,1100,1 out of 3,1,Kalkaji Extension,4,2,Bachelors/Family,4
2443,1,12000,450,2 out of 2,1,Dwarka Sector 7,4,2,Bachelors/Family,1
2444,2,6000,300,3 out of 4,2,Jhangir Puri,4,1,Bachelors/Family,1
2445,2,22000,1040,1 out of 2,2,"Janak Park, Hari Nagar",4,2,Bachelors,3
2446,1,5000,25,2 out of 5,2,Ganga Vihar,4,1,Bachelors/Family,1
2447,2,20500,900,Ground out of 9,1,"IGNOU Road, Saket",4,2,Bachelors/Family,2
2448,2,7500,1100,3 out of 4,1,Bijwasan,4,1,Bachelors/Family,1
2449,2,5500,380,1 out of 1,1,Prem Nagar,4,1,Bachelors/Family,2
2450,3,25000,450,2 out of 2,2,Gandhi Nagar,4,2,Bachelors,2
2451,1,13000,550,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors,1
2452,1,5000,180,Ground out of 3,1,Mukherjee Nagar,4,2,Bachelors/Family,1
2453,3,40000,1650,1 out of 3,2,Dakshini Pitampura,4,2,Bachelors/Family,2
2454,1,12500,250,1 out of 5,1,"Inder Puri Block A, Inder Puri",4,2,Bachelors/Family,1
2455,1,6000,400,Ground out of 5,2,"Raghubir Nagar, Tagore Garden Extension",4,1,Bachelors/Family,1
2456,2,15500,900,Ground out of 3,2,Vivek Vihar Phase 2,4,2,Bachelors/Family,2
2457,3,75000,1900,2 out of 3,1,Malviya Nagar,4,2,Bachelors/Family,3
2458,3,36000,892,2 out of 4,2,Gautam Nagar,4,1,Bachelors/Family,2
2459,1,13000,400,Ground out of 4,2,Chhattarpur Enclave,4,2,Bachelors,1
2460,3,45000,100,1 out of 2,2,"Mandakini Enclave, Alaknanda",4,1,Bachelors,2
2461,2,2000,60,1 out of 1,1,Ram Nagar,4,1,Bachelors/Family,1
2462,2,28000,80,1 out of 5,1,Janakpuri,4,2,Bachelors/Family,2
2463,2,9000,450,2 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2464,1,12000,520,3 out of 4,2,Geeta Colony,4,2,Bachelors/Family,1
2465,1,13000,350,1 out of 5,1,Rohini Sector 3,4,2,Bachelors/Family,1
2466,2,11000,600,2 out of 3,2,Aya Nagar,4,2,Bachelors,2
2467,3,35000,950,1 out of 4,2,Karol Bagh,4,2,Bachelors,2
2468,2,10000,450,1 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2469,1,20000,450,1 out of 4,2,Karol Bagh,4,2,Bachelors,1
2470,2,25000,850,2 out of 4,2,Karol Bagh,4,2,Bachelors,2
2471,1,8000,200,3 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2472,4,150000,3000,1 out of 4,2,"Safdarjung Development Area, Hauz Khas",4,2,Bachelors/Family,4
2473,3,36000,1500,2 out of 3,2,"Mahendru Enclave, Model Town",4,2,Bachelors/Family,3
2474,2,12000,700,Ground out of 4,1,Sultanpur,4,1,Bachelors/Family,2
2475,1,8500,530,Ground out of 3,1,"Palam Colony, Palam",4,1,Bachelors/Family,1
2476,3,17000,800,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2477,1,7500,45,1 out of 5,1,Laxmi Nagar,4,2,Bachelors/Family,1
2478,1,16000,900,3 out of 4,1,Kalkaji,4,2,Bachelors/Family,1
2479,1,9000,450,1 out of 4,1,Mehrauli,4,1,Bachelors/Family,1
2480,2,8000,650,1 out of 4,1,Rangpuri,4,1,Bachelors/Family,1
2481,2,45000,900,2 out of 4,1,Lajpat Nagar 1,4,2,Bachelors/Family,2
2482,2,27000,900,4 out of 4,2,RWA triveni residents,4,2,Bachelors/Family,2
2483,2,14000,120,1 out of 4,1,Dwarka Mor,4,2,Bachelors/Family,2
2484,2,14000,600,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2485,2,14000,615,2 out of 4,2,Laxmi Nagar,4,1,Bachelors/Family,2
2486,1,7500,225,Ground out of 2,2,Kapi Bagan Basti,4,2,Bachelors/Family,1
2487,1,10000,800,1 out of 4,2,"Paryavaran Complex, Sainik Farm",4,1,Bachelors,1
2488,1,7000,400,4 out of 4,2,Aya Nagar,4,2,Bachelors,1
2489,1,25000,800,4 out of 5,1,Mukherjee Nagar,4,2,Bachelors/Family,2
2490,2,9000,60,1 out of 3,1,Mehrauli,4,2,Bachelors/Family,1
2491,3,22000,1000,1 out of 24,1,"Khanpur Extension, Sangam Vihar",4,1,Bachelors/Family,2
2492,3,10000,75,4 out of 5,1,Sagar Pur,4,1,Bachelors/Family,1
2493,3,11000,800,1 out of 4,1,Hastsal,4,1,Bachelors/Family,2
2494,1,12500,200,3 out of 3,1,Kamla Nagar,4,2,Bachelors/Family,1
2495,3,15000,800,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2496,2,35000,80,1 out of 3,1,Kamla Nagar,4,1,Bachelors/Family,2
2497,2,35000,900,2 out of 4,1,Lajpat Nagar,4,1,Family,2
2498,2,52000,1125,2 out of 5,1,Saket,4,2,Bachelors/Family,2
2499,3,15000,900,3 out of 4,1,Dwarka Mor,4,1,Bachelors/Family,2
2500,2,32000,1100,3 out of 3,2,Rajouri Garden,4,1,Bachelors,2
2501,1,11500,400,2 out of 4,2,Lajpat Nagar 4,4,1,Bachelors/Family,1
2502,3,45000,713,1 out of 1,2,"Prem Nagar, Patel Nagar",4,2,Bachelors/Family,3
2503,2,16000,700,4 out of 4,2,Shadipur,4,1,Bachelors,1
2504,2,20000,1000,2 out of 3,2,Krishna Nagar Block D,4,2,Bachelors/Family,2
2505,1,7000,54,3 out of 5,1,Nawada,4,2,Bachelors/Family,1
2506,3,85000,200,3 out of 3,2,"Shivalik, Malviya Nagar",4,1,Bachelors,3
2507,1,15000,200,4 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,2,Bachelors/Family,1
2508,2,22000,800,3 out of 3,1,Chhattarpur,4,2,Bachelors/Family,2
2509,2,32000,1000,1 out of 3,1,Lajpat Nagar 1,4,1,Bachelors/Family,2
2510,2,20000,500,4 out of 4,2,"Vasant Kunj 2, Vasant Kunj",4,2,Bachelors,2
2511,1,35000,300,3 out of 5,1,Rajouri Garden,4,2,Bachelors/Family,1
2512,2,35000,900,Ground out of 4,2,Lajpat Nagar 1,4,1,Bachelors/Family,2
2513,3,65000,240,1 out of 4,2,Saket,4,1,Bachelors/Family,3
2514,2,15000,650,Ground out of 3,2,"Fateh Nagar, Janakpuri",4,2,Bachelors/Family,2
2515,3,12000,950,3 out of 5,2,"Kotla, Mayur Vihar",4,2,Bachelors,2
2516,1,8000,500,Ground out of 3,1,Dwarka Sector 23,4,2,Bachelors/Family,1
2517,1,11000,500,2 out of 5,1,Palam - Dabri Marg,4,2,Bachelors/Family,1
2518,2,12000,450,4 out of 4,1,Mansa Ram Park,4,2,Bachelors/Family,2
2519,4,140000,2800,Ground out of 4,2,New Friends Colony,4,2,Bachelors/Family,4
2520,2,24000,150,1 out of 2,1,Paschim Vihar,4,2,Bachelors/Family,1
2521,1,20000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2522,3,16000,100,3 out of 4,1,"Jamia Nagar, Okhla",4,2,Bachelors/Family,2
2523,1,15000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2524,2,28500,900,Ground out of 4,2,Paschim Vihar,4,2,Bachelors/Family,2
2525,3,30000,1350,1 out of 7,1,Vasundhara Enclave,4,2,Family,3
2526,1,16000,500,1 out of 4,1,Laxmi Nagar,4,2,Bachelors/Family,1
2527,3,80000,1700,1 out of 4,2,"Shivalik, Malviya Nagar",4,2,Bachelors,3
2528,1,11000,400,2 out of 4,2,Lajpat Nagar 4,4,1,Bachelors/Family,1
2529,2,21000,110,2 out of 3,1,"Jangpura Extension, Jangpura",4,2,Bachelors/Family,1
2530,3,10500,1200,1 out of 4,1,Najafgarh,4,2,Bachelors/Family,2
2531,2,15000,50,2 out of 4,2,Dwarka Sector 14,4,2,Bachelors/Family,2
2532,3,16000,100,2 out of 3,1,Hari Nagar,4,2,Bachelors/Family,2
2533,2,45000,1000,2 out of 3,1,"Kailash Colony, Greater Kailash",4,2,Bachelors/Family,2
2534,1,6000,63,4 out of 4,1,Rohini Sector 2,4,2,Bachelors/Family,1
2535,3,40000,1800,Ground out of 3,1,Vasant Kunj,4,2,Bachelors/Family,2
2536,2,36000,1440,2 out of 3,2,Chittaranjan Park,4,2,Bachelors,2
2537,2,12000,55,Ground out of 4,1,Uttam Nagar,4,1,Bachelors/Family,2
2538,3,45000,1500,1 out of 12,2,"The Shabad Apartment, Dwarka Sector 13",4,1,Bachelors,3
2539,2,20000,400,3,1,"Kasturba Niketan, Lajpat Nagar 2",4,1,Bachelors/Family,1
2540,3,10000,100,1 out of 4,2,Krishna Nagar,4,2,Bachelors/Family,2
2541,2,5000,500,1 out of 3,1,Sangam Vihar,4,1,Bachelors/Family,1
2542,2,8000,100,Ground out of 3,1,Rohini Sector 38,4,1,Bachelors/Family,2
2543,2,13000,455,1 out of 4,1,"DDA Akshardham Apartments, DS 19",4,1,Bachelors/Family,1
2544,2,15000,80,3 out of 4,2,Anand Parbat,4,2,Bachelors/Family,1
2545,2,7500,450,Ground out of 2,1,Burari,4,1,Bachelors/Family,1
2546,1,6000,400,Ground out of 1,1,"Qutub Vihar, Dwarka",4,1,Bachelors/Family,1
2547,4,100000,300,1 out of 3,1,Vasant Kunj,4,1,Bachelors/Family,4
2548,2,12000,700,2 out of 3,1,Rohini Sector 23,4,2,Bachelors/Family,2
2549,2,10000,600,4 out of 5,1,"Mohan Garden, Razapur Khurd",4,2,Bachelors/Family,2
2550,2,10000,800,2 out of 3,1,"Bharthal, Dwarka",4,2,Bachelors/Family,2
2551,2,12000,950,2 out of 3,1,"Chanakya Place, Sitapuri",4,1,Bachelors/Family,2
2552,2,15000,450,4 out of 4,1,Shadipur,4,2,Bachelors/Family,1
2553,1,10000,450,1 out of 3,2,Radhey Shyam Park,4,1,Bachelors/Family,1
2554,2,12000,68,3 out of 5,1,Uttam Nagar,4,1,Bachelors/Family,1
2555,2,14500,850,2 out of 4,2,"Rajpur Khurd Extension, Rajpur",4,1,Bachelors/Family,2
2556,2,18500,1000,3 out of 4,1,"Kotla Mubarakpur, South Extension",4,2,Bachelors/Family,2
2557,1,24000,600,4 out of 4,2,Rajouri Garden,4,2,Bachelors,1
2558,2,11000,65,Ground out of 4,1,New Ashok Nagar,4,1,Bachelors/Family,1
2559,3,52000,1700,1 out of 1,2,Vasant Kunj,4,2,Bachelors,3
2560,3,70000,1800,Ground out of 4,2,Lajpat Nagar 3,4,2,Bachelors/Family,3
2561,2,12000,1000,3 out of 4,1,Uttam Nagar,4,2,Bachelors/Family,1
2562,2,22000,900,2 out of 4,2,Patparganj,4,2,Bachelors,2
2563,4,200000,2300,1 out of 1,1,Shanti Niketan,4,2,Bachelors/Family,4
2564,2,20000,75,1 out of 3,1,Green Park,4,1,Bachelors/Family,2
2565,3,45000,200,1 out of 4,2,Paschim Vihar Block B1,4,2,Bachelors,3
2566,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2567,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2568,2,9500,450,3 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2569,2,25000,750,1 out of 4,2,Karol Bagh,4,2,Bachelors,2
2570,2,12000,400,1 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2571,2,24000,84,1 out of 4,2,Paschim Vihar,4,2,Bachelors,2
2572,2,27000,90,2 out of 3,1,Rohini Sector 8,4,1,Bachelors/Family,2
2573,2,18000,90,2 out of 4,1,Mansarovar garden,4,2,Bachelors/Family,2
2574,2,17000,500,1 out of 3,1,Lajpat Nagar,4,2,Bachelors/Family,2
2575,2,15000,75,4 out of 5,1,Adarsh Nagar,4,1,Bachelors/Family,2
2576,1,13000,512,1 out of 3,2,Patel Nagar West,4,2,Bachelors/Family,1
2577,3,70000,1500,1 out of 3,2,Vasant Kunj,4,2,Bachelors,3
2578,1,14000,446,2 out of 4,1,"Amar Colony, Lajpat Nagar",4,1,Bachelors/Family,1
2579,3,32000,1100,4 out of 5,1,"Gagan Vihar, Krishna Nagar",4,2,Bachelors/Family,2
2580,1,4000,125,1 out of 2,1,Sangam Vihar,4,1,Bachelors/Family,1
2581,3,100000,1800,3 out of 5,1,Gautam Nagar,4,2,Bachelors/Family,3
2582,3,20000,1300,1 out of 4,1,Chhattarpur,4,1,Bachelors/Family,2
2583,3,30000,2000,7 out of 10,1,"Ashoka Enclave Apartment, Dwarka Sector 11",4,2,Family,2
2584,2,150000,1200,2 out of 3,2,Greater Kailash 1,4,2,Bachelors,2
